text,mood
මට අලුත් අත්දැකීමක් ලැබුණා ඒකෙන් මම සතුටු වුණා,Happy
අද උදේ අම්මත් එක්ක හිනාවෙලා විහිළු කරන එක මට සතුටක් ගෙනාවා,Happy
අද පන්තියේ කාලය ගෙවුණා.,Normal
අද විවේකයත් වැඩත් මිශ්ර දවසක්.,Normal
අද වැඩ කරන අතර කාලය ඉක්මනින් ගියා.,Normal
ඉදිරියට එන පරීක්ෂණයක් සඳහා මම මගේ සියලුම පොත් සම්පූර්ණ කළා,Happy
ඔබ නොවීමට හේතුව පැහැදිලි කරනවාට වඩා ඔබ හොඳින් ඉන්න බව පවසන්න,Bad
මම පාර පනිනකොට දෙපැත්ත බලනවා කියන එක නවත්තනවා මම කියන්නේ කවුද හරියන්නේ කියලා,Bad
අද වැඩිම වෙලාව පාඩම් වලට ගියා.,Normal
ඒක මගේ තේරුමක් නැහැ ගොන් කතාවක් වන අතර මට අවශ්ය නම් මම ඒ ගැන උමතු කරනවා,Bad
අද උදේ මගේ මහත්තයා මට කිව්වා ඔහු මට ආදරෙයි කියලා,Happy
මට අමතර පැයක නින්දක් ලබා ගන්න හැකි වුණා,Happy
මම මගේ අම්මා සහ සහෝදරිය සමඟ සෝකා සංගීතයට නැටුවා,Happy
මම මගේ සහෝදරියන්ට තෑගි ටිකක් ගෙනාවා ඒකෙන් ඔවුන් සතුටු වුණා,Happy
නවත්වන්න අං,Bad
මට ඒක පාලනය කළ නොහැක,Bad
රාත්රී ආහාරය සඳහා මගේ නැන්දම්මා බැලීමට ගියා සතුටුයි,Happy
notes ටිකක් අලුත් කරගත්තා.,Normal
උදේ සිට රෑ වෙනකල් සාමාන්ය දවසක්.,Normal
මගේ සැමියා සහ මටමා ඇයගේ නිවාඩු දිනයේ වෙළඳ සංකීර්ණයට ගිහින් කාලගුණය පරිපූර්ණ වුණා,Happy
අද පාඩම් ටික හොඳින් කරගත්තා.,Normal
පොරොන්දුව කඩ කරන්න අකාරුණික වනු තියෙනවා,Bad
මට ගරු කරනවා මම ඔයාට ගරු කරනවා මට අගෞරව කරනවා ඔයාට මගුලක්,Bad
අවසානයේ මට වට්ටම් කූපනයක් ලැබුණා ඒක භාවිත කරලා අවශ්ය බඩු මිලදී ගත්තා,Happy
උකුල ලබා ගන්න,Bad
මගේ ඉතා මිත්රශීලී නොවන බළලා වසර තුනකට පසු පළමු වතාවට මගේ උකුලේ වාඩි වී බල්ලන් ආඝ්රාණය කරන විට පවා එහි නැවතී හිටියේය,Happy
මගේ ප්රතිබිම්බයක් දකින සෑම විටම මට කැත සහ අවලස්සන බවක් දැනෙනවා,Bad
අද මොබයිල් එකෙන් ටිකක් වීඩියෝ බැලුවා.,Normal
අද break එකක් ගත්තා.,Normal
බර වුණත් සාමාන්යයි.,Normal
මට තනිකම දැනෙනවා,Bad
අද පාඩම් ටික කරා.,Normal
චිකිත්සාව හෙට ඒක බලාපොරොත්තු වෙනවා,Bad
අද tasks ටික කාලය තියෙනවාුළත ඉවර වුණා.,Normal
අද වැඩේට හුරු පුරුදු විදිහට ගියා.,Normal
ඔව්,Bad
මම මගේ බල්ලන්ව උද්යානයට ගෙන ගියා,Happy
කිසි විටෙකත් ප්රමාණවත් නොවන්න ජීවිත වැඩක්,Bad
ඔබ නොදැනුවත්වම ඔබ නැහැ විට පවා ඔබට තනිකමක් දැනෙන අතර සමහර විට ඔබ වැරැද්ද කුමක්ද කියලා නොදනී,Bad
අද tasks ටික ලිස්ට් කරලා ඉවර කළා.,Normal
ජරාව තේරුම් ගන්න ටයර් වැඩියි,Bad
පුංචි කතා හැම විටම මට සිදු වූ නරකම දේ වෙනවා,Bad
අද ටිකක් ලියලා හිටියා.,Normal
බත් ටිකක් කෑවා.,Normal
පාඩම් ටික කරලා නිදාගන්න යනවා.,Normal
ප්රියතම රූපවාහිනී වැඩසටහනක නව කතාංගයක් නැරඹීම,Happy
මම මෑතකදී මගේ මිතුරෙකුට නිෂ්පාදනය කර අවසන් කළ ගීතයක් ගැන මට හොඳ අදහස් කිහිපයක් ලැබුණා,Happy
මම හොඳින් නෙවෙයි,Bad
මට ඇත්තටම වැඩ කරන්න අවශ්ය සමාගම සමඟ මම සම්මුඛ පරීක්ෂණයකට ආපුයෙමි,Happy
අද උදේ පාසල් බස් එකට ගියා.,Normal
මට දැනුණා දැන් මට ට්වීට් කරන්න වෙනවා,Bad
ඇයි මම තවම මෙතන ඉන්නේ,Bad
අද reading ටිකක් කරලා හිටියා.,Normal
මගේ දුව ජර්මනියේ ජීවත් වන අතර ඇගේ රැකියාව සඳහා නිවසට ආපු නමුත් මා සහ පවුලේ සෙසු අය සමඟ නැවතී සිටී,Happy
එදා හොඳ දවසක් නිසා මම ඇවිදින්න ගියා,Happy
පැන්සල්/පෑන් සෙට් කරගත්තා.,Normal
ඊයේ රෑ අයාලේ ගිය පූසා අන්තිමට ගෙදර එන පාර හොයාගත්තා ඒකෙන් මට සතුටු හිතුණා,Happy
ජරාව දවස,Bad
මට ඊයේ අලුත් පන්ති කිහිපයක් තිබුණා ඒකෙන් මට සතුටු හිතුණා,Happy
අද පන්තියේ වැඩ ටිකක් තිබුණා.,Normal
මාසයකට පසු මම අලුතින් මිලදී ගත්ත රූපවාහිනිය ආවා. එහි පෙනුම හොඳයි ඒ නිසා මම එයට තියෙනවා්තෙන්ම කැමතියි,Happy
මගේ දුව සහ මම මගේ මුණුපුරා සමඟ ශාන්ත ලුයිස් හි ප්රධාන ලීග් බේස්බෝල් ක්රීඩාවකට සහභාගී වූ විට මම සතුටු වුණා,Happy
මගේ ස්වාමිපුරුෂයා මගේ ප්රියතම කෑමක් විශේෂයෙන් මා වෙනුවෙන් මිල දී ගත්තේ දිගු කාලයකට පසුවය,Happy
නැහැවෙලා කියලා හිතපු මගේ බල්ලාට හදපු පරණ සෙල්ලම් බඩුවක් හම්බුණා,Happy
අද ඔබ කියන්නේ හොඳ දවසක් නොවෙනවා,Bad
අද ගෙදර කතාබහ ටිකක් තිබුණා.,Normal
shop එකේ දේවල් සාමාන්යයි.,Normal
මම ක්රීඩා සමාජයට ගිහිං ධාවන ව්යායාම කළා. ඒ නිසා මට හරිම නැවුම් සතුටක් දැනුණා.,Happy
අද කාලගුණය සාමාන්ය මට්ටමේ තිබුණා.,Normal
සමාවෙන්න මම ඉන්නවා,Bad
මම මගේ සුළු දියණිය සමඟ රූපවාහිනී වැඩසටහනක් නැරඹුවෙනවා,Happy
සමහර විට මම දැනටමත් මගේ ජීවිතය අවසන් කර තිබිය යුතුය,Bad
මම මටම අලුත් ඇඳුමක් ගත්තා ඒකෙන් මට සතුටුයි,Happy
අද උදේම හොඳ විවේකයක් ලැබුණා සතුටුයි,Happy
මම කැමතියි කවුරුහරි මා වෙනුවෙන් ඉන්නවා නම්,Bad
මම මෑතකදී මගේ පෙම්වතිය සමඟ කතා කළ අතර ඇය මට ආදරය කරන බව පැවසුවාය,Happy
අසනීපයක් නිසා ඊයේ රෑ ව්යායාම ශාලාවට යන්න බැරි වුණත් මම ඒ ගැන සැනසුම් වුණා,Happy
මම ගැටලුව වෙනවා,Bad
ඔවුන් ඔබව තේරුම් ගත් බව මවාපායි,Bad
අද වැස්ස නිසා වටපිටාව හරිම ලස්සනයි,Happy
අද හිත සාමාන්ය තත්ත්වයේ.,Normal
මගේ රැකියාව දිවා ආහාරය ලබා දුන් අතර ඒක තියෙනවා්තෙන්ම හොඳයි,Happy
මගේ බිරිඳ මාව සිපගත්තා සතුටුයි,Happy
කඩා වැටේ,Bad
අද හවස වැස්ස පොඩ්ඩක් තිබුණා.,Normal
ගෙදර අයට කුඩා උදව්වක් කළා.,Normal
අද මට සතුටු හිතුණා,Happy
හොඳ නින්දක් ලැබීම,Happy
නින්ද නොයාම,Bad
අද වැඩ ටික කරලා ඉවරයි.,Normal
මෑත අධ්යයනයෙන් පෙන්නුම් කරන්නේ මම වෙහෙසට පත්ව ඉන්න බවයි,Bad
දවසේ වැඩ සාමාන්ය විදියට ඉවර කළා.,Normal
ගෙදර ආපු පස්සේ අත්පිටින් හෝදගත්තා.,Normal
කරුණාකර වේදනාව ඉවත් කරන්න,Bad
බෑග් එකේ පොත් හදාගත්තා.,Normal
නින්දට වැටෙද්දී වැස්සට ඇහුම්කන් දීමෙන් මට හොඳක් දැනුණා,Happy
වෙනදා වගේමයි.,Normal
හානියක් නොවන පරිදි මම සියල්ල අවසන් කරනවා,Bad
අද කාර්යාල කාලය සාමාන්යයි.,Normal
මෙතරම් ඉක්මනින් ඉවත්ව යන මිනිසුන් කිසි විටෙකත් රැඳී ඉන්න එකට අදහස් නොකරන අය වෙනවා,Bad
ඔවුන් කියනවා මගේ වේදනාව ඔවුන්ට තේරෙනවා නමුත් අවංකවම ඔවුන් ගණන් ගන්නේ නැහැ,Bad
මම ඔන්ලයින් ඕඩර් කරපු අලුත් ෆෝන් එක අන්තිමට ආවා,Happy
මට ඕන අයින් වෙන්න ඕන මගුල මෙතනින් අයින් කරන්න,Bad
අද සාමාන්ය කාලසටහනක් වගේමයි.,Normal
දියණිය සුභ උපන්දිනයක් පවසමින් හිටියා අතර ඇය අප්රේල් මාසයේදී මියගිය මගේ බිරිඳගේ උපන්දිනය වුණා,Happy
වෑගස් වල පවුල් පාටියකට ගිහින් අපි ගොඩක් සතුටු වුණා,Happy
මගේ බිල්පත් නියමිත වෙලාවට ගෙවා තියෙනවා,Happy
අද පන්තියේ seat එක වෙනස් වුණා.,Normal
අද රෑ වැඩේදි හිතවත් අය එක්ක හොඳින් වැඩ කළා සතුටුයි,Happy
ඔබ කොහොමද කියන ප්රශ්නයෙන් පලා යන්න,Bad
ඇයගෙන් ලැබුණු දුරකථන ඇමතුමක් අහලා මගේ දෙමටපියෝ කඳුළු සලමින් සතුටු වුණා. ඒක දැකලා මටත් ගොඩක් සතුටුයි,Happy
හොඳයි මම හිතන්නේ මම ටිකක් නිදාගන්නවා,Bad
අද මගේ හිත බරයි,Bad
මම මගේ පුතාගේ ව්යාපෘතිය කරන්න උදව් කළා,Happy
ඇයි මම තවම මෙතන ඉන්නේ,Bad
මගේ රෙදි සෝදන්න රෙදි සෝදන යන්ත්රයක් මිලදී ගත්තා,Happy
මම හොඳ කෝපි කෝප්පයක් ගත්තා,Happy
අද water bottle එක අරගෙන ගියා.,Normal
ලිංගිකව හැසිරෙන විට ඔබ හිතන්නේ මම ප්රමාණවත් කියලා ඔබ සිතනවාද,Bad
අද වැඩ කරන අතර කාලය ගෙවුණා.,Normal
අද දහවල් වොඞ්ඒ ට මගේ සැමියා හදිසියේම නිවාඩු සංචාරයක් සඳහා සැලසුම් කළා ඔහු මුළු ගමනටම ටිකට් පතක් වෙන්කර ගත්තා,Happy
මම මගේ ව්යාපාරයේ විකුණුම් කළා ඒකෙන් මට සතුටු හිතුණා,Happy
වැඩ ටික කරගෙන ඉවරවෙලා හිටියා.,Normal
මම මෙතන ඉන්නවා වගේ පෙනුනත් තියෙනවාුළෙන්ම මම කඩෙමින් ඉන්නවා,Bad
මම අලුත් පිස්තෝලයක් මිල දී ගෙන ඒක පරාසයට ගෙන ගියා,Happy
ගිය මාසයේ මට මගේ පැරණි පාසල් මිතුරන් මුණ ගැසෙයි,Happy
මගේ මුළු ජීවිත කාලයම මා විනිශ්චය කරනු ලබන්නේ මා නොසලකා හරින අය මා නොසලකා හරින අය ඔවුන් කිසි විටෙකත් මා හැර නොයන බවත් මා වඩාත්ම ආදරය කරන අය රිදවන බවත් පවසන අය විසිනි,Bad
අද ටිකක් ලිහිල් දවසක් වගේමයි.,Normal
අද මම සතුටින් හිටියා,Happy
මම වේගයෙන් ගිය ටිකට් එකකින් බැස්සේ අනතුරු ඇඟවීමක් පමණි,Happy
මගේ බාල දුව රෑ ඇවිදින්න උත්සාහ කළා ඒක දැකලා මට සතුටුයි,Happy
ප්රධාන ප්රශ්නය විසඳීම ගැන මම නිසා හැමෝම සතුටු වෙනවා,Happy
අද උදේ ටිකක් හුඟාක් වටිනවට දැනුණා.,Normal
ඔබට ඒක අත්විඳින තුරු ඒක දැනෙන්නේ කෙසේද කියලා ඔබ නොදනී,Bad
ඇය ඊර්ෂ්යා කරන්නේ ඇයට වඩා ලස්සන බුද්ධිමත් උස කෙට්ටු ලස්සන සන්සුන් ශක්තිමත් සහ හොඳ කෙනෙකු ඔබට හමුවනු තියෙනවා කියලා ඇය බිය වන බැවිනි,Bad
අද උදේ සාමාන්ය වෙලාවට ඇහැරුණා.,Normal
අද දවස සරලව ගෙවුණා.,Normal
අද teacher දුන්න homework එක note කරගත්තා.,Normal
ඔබ කාටවත් හොඳ නැහැ බවත් ඔබ කොතරම් උත්සාහ කළත් කිසිවක් නිවැරදිව කළ නොහැකි බවත් ඔබ දන්නා නිසා ඔබට කවදා හෝ ශාරීරිකව අසනීපයක් දැනෙනවාද,Bad
අද ලයිට් වැඩි වෙලාවක් තිබුණා.,Normal
අද වැඩ ටික සාමාන්ය මට්ටමේ තිබුණා.,Normal
මට පිටුපසට සම්බාහනයක් ලැබුණා,Happy
මගේ ඇස් දිහා බලලා මට කියන්න මම හොඳින් නමුත් මම නැහැ කියලා,Bad
චිකිත්සාව සෑම විටම මෙන් නරක ය,Bad
වසරකට පසු වාර්ෂික සමාලෝචනයෙන් මට වැටුප් වැඩිවීමක් ලැබුණා,Happy
අද උදේ පුරුදු ලෙස කාලය ආරම්භ කළා.,Normal
අද හිත සන්සුන්.,Normal
අද වැඩ ගොඩක් නෑ.,Normal
මාස තුනක් වයසැති මගේ පුතාට ඇයගේ නව ක්රියාකාරකම් සෙල්ලම් බඩුවක් සමඟ වාඩි වී සෙල්ලම් කරන්න මෙන්ම විවිධ විදුලි පහන් දැල්වෙන විට ප්රතිචාර දැක්වීමට හැකි වුණා,Happy
හැමදේම සාමාන්ය විදියට හොඳින් ගියා.,Normal
ඒක විශේෂ අවස්ථාවක් වුණා මම ගොඩක් සතුටු වුණා,Happy
කවුරුහරි ඇත්තටම ඔබ අසල ඉන්න කෙනෙකුට කොතරම් රිදවනවාද යන්න කිසිවෙකු දන්නේ නැහැ වීම කනගාටුවට කරුණකි,Bad
මම නොඉන්න එක ප්රාර්ථනා කරනවා,Bad
අද උදේ වැඩ ටිකක් හොඳට කරගත්තා.,Normal
මම මගේ සහෝදරියගේ විවාහයට ගියා මම මගේ පවුලේ සියලු සබඳතා මුණගැසුණා විවාහයේ බොහෝ විධිමත් කිරීම් මම කාර්යයෙන් බොහෝ සතුටක් ලැබුවා,Happy
මම කතාංගයක් නරඹමින් හිටියදී එක විහිළුවකට හොඳටම හිනා වුණා,Happy
අද දුම්රිය කාලසටහනට අනුව ධාවනය වුණා.,Normal
අද අමාරුත් නෑ සතුටුත් නෑ.,Normal
අද කාර්යාලයේ දවස සාමාන්යයි.,Normal
උදේ වැඩට ගිහිං සවස ගෙදර ආවා.,Normal
අද හෙටට meal plan එක හදාගත්තා.,Normal
මම මැරුණා නම් හොඳයි,Bad
මම මගේ යාළුවොත් එක්ක ජිම් එකට ගිහින් හොඳට ව්යායාම කළා,Happy
මම කල්පනා කරන්නේ මම ජීවත් වීමට හෝ මගේ නින්දේදී මිය යන්න යන්නේ කියලා හිතන සෑම දිනකම අවදි වන නරකම දෙය කුමක්ද,Bad
ඒක නැවත ආවාේවා,Bad
සමහර විට ඔහු මා දකින ආකාරයට මා දුටු නිසා ඔහු පිටව යයි,Bad
දවස පුරා ලොකු වෙනසක් තිබුණේ නෑ.,Normal
මම හැමෝගෙම ප්රශ්න හොඳින් විසඳගන්න එන කෙල්ල මම මේ කෙල්ලට ඇයගේම ප්රශ්න තියෙනවා මම ඇයලට පෙන්නුවෙනවා නැහැ උනාට,Bad
ඔයා ඇත්තටම හිතනවද මම හොඳින් කියලා,Bad
පුතා අද උදේ ඇවිත් මාව බදාගත්තා,Happy
අද උදේ ටිකක් ඉක්මනින් ගෙදරින් පිටවුණා.,Normal
මම මගේ ප්රවර්ධනය සහ මගේ අලුත් මෝටර් රථය සැමරීම සඳහා අවන්හලට යනවා ඇය මට හොඳ කාලයක් ලබා දෙනවා මගේ ජීවිතය සහ වෘත්තිය ගැන මට ලොකු සතුටක් දැනෙනවා ඇය මගේ ජීවිතයේ ඉතා ප්රසන්න මතකයක් මගේ වෘත්තීය ජීවිතය ගැන මට ගොඩක් සතුටුයි,Happy
අද විශේෂ දෙයක් නෑ.,Normal
අද කෑම පසුව කාලය ගියා.,Normal
මගේ බල්ලා සමඟ සෙල්ලම් කළා,Happy
කාලසටහන බලලා හෙටට සූදානම් වුණා.,Normal
මම හොස්පිට්ල් එකට ගියා,Happy
අද දවස නිතර වගේමයි.,Normal
කෑම ඉවර කරලා ටිකක් විවේක ගත්තා.,Normal
බිස්කට් දෙක තුනක් කෑවා.,Normal
මට අලුත් දුරකථනයක් ලැබුණා. ඒක විශේෂයි මොකද මට මෙතෙක් දුරකථනයක් නොතිබුණා,Happy
ටයරය මගේ පෞරුෂ විස්තරයේ කොටසක් පමණක් බව මට විශ්වාසයි,Bad
අද කුඩා සටහන් කිහිපයක් ලියාගත්තා.,Normal
ඊයේ රෑ බීමට විරුද්ධ වෙන්න මට පුළුවන් වුණා,Happy
අද හිතේ කිසිම අධික හැඟීමක් නැහැ.,Normal
මම සතුටු ගීතයක් ඇසුවෙනවා්ර්,Happy
මගේ වත්ත ප්රදේශය දක්වා වගා කරන්න මට හැකි වුණා,Happy
මිනිසුන් යම් දෙයකට සමූහගත කරන්න සහ එම දෙය ගැන යමක් පැවසීමට මිනිසුන් ප්රිය කරන අතර අනෙක් අය එයට ප්රතිචාර දැක්වීමට ප්රිය කරන අතර පසුව ප්රතිචාරයට ප්රතිචාර දැක්වීමට වැඩි පිරිසක් ප්රිය කරති,Bad
අද දවස පුරුදු විදියටමයි.,Normal
මම ඊයේ රෑ රූපවාහිනිය නරඹමින් මගේ බිරිඳ සමඟ කාලය ගත කළා,Happy
අද දවස ගැන විශේෂයක් කියන්න නෑ.,Normal
අද දවසේ විශේෂ දෙයක් සිද්ධ වුණේ නෑ.,Normal
බාලඅ සෛතින්ං නමඋත් හාඅණ්ඩ් කසිව්ක පඑමිණෙන්නේ නෙත්,Bad
මම වැඩ කරන සේවාදායකයෙකු සඳහා ධනාත්මක ප්රතිඵලයක් ලබා ගත්තා,Happy
අද වැඩ ටික කරලා සවස හිටියා.,Normal
අද දවස පුරුදු විදියටමයි.,Normal
මම හොඳින් නෙවෙයි,Bad
මට ගොඩක් දුකයි මම අනාරක්ෂිතයි මම ඊර්ෂ්යාවයි මම තනිකමයි මම ඕනෑවට වඩා ප්රතික්රියා කරනවා සහ මම වැරදි කරනවා නමුත් මම ඔබට සැමවිටම මගේ පක්ෂපාතිත්වය දෙන්නෙමි,Bad
34 එකක් නැහැ මම තනිකඩයි,Bad
ඒඅබැවින් නාඔස්ලකඅ හාඑරීම්ට භාවිත කරනං නමඋත් ඒඅය් සඑම් වෛත්නආචාරී වඒය් මඅ නාඔසිත්න කාලාස්ය වටඉන්නේ නතියෙනවා බව මට හඑඟේ,Bad
බෑග් එක හෙටට හදාගත්තා.,Normal
අද සංගීත පන්තිය සාමාන්යයි.,Normal
දින පෙම්ෙළි පිරිසිදු,Bad
බස් එකේ ගමන සාමාන්යයි.,Normal
හවස තේ බීලා ඉඳලා හිටියා.,Normal
මට බය දැනෙනවා,Bad
ඒක කනගාටුදායක නමුත් ඒක සත්යය වෙනවා,Bad
මුළු දවසම පාහේ මගේ මිණිබිරිය සමඟ ගත කළා,Happy
අද school bell එකෙන් පස්සේ ගියා.,Normal
මම උදේම නැගිටලා ගෙවත්ත පිරිසිදු කරගෙන වැඩ කරලා හොඳයි කියලා දැනුණා,Happy
අද ගෙදර ඉඳලා වැඩ ටික කළා.,Normal
මට හොඳ රාත්රී නින්දක් ලබා ගන්න හැකි වුණා,Happy
මරණය පිළිබඳ නිරන්තර සිතුවිලි,Bad
නව ගීතයක් අහලා බැලුවා.,Normal
ඒඅය් වුණා යෞතු නමා් ඒඅය් වුණා හඑකි හඅ වුණා හඑකි දඑ ගෙං අාව්ධාර්ණය නෞක්රනං,Bad
නවත්වන්න අං,Bad
මගේ පෙම්වතිය සති දෙකකින් මම ඇයව දැක නැහැ නිසා ගුවන් තොටුපළෙන් රැගෙන යනවා,Happy
මගේ මුළු පවුලම සමඟ රාත්රී භෝජන සංග්රහයක් සඳහා ගිහින් අපි කාලය සතුටින් ගත කළ අතර මොහොතකින් කාලය පියාසර කරන බවක් දැනෙනවා් සියලූම පවුලේ අය එකට එකතු වී විශිෂ්ට රාත්රී භෝජන සංග්රහයක් පැවැත්වූහ,Happy
අද හිතේ බරක් නෑ.,Normal
අද ටිකක් spelling practice කළා.,Normal
මම මගේ සහකරු හෝ සහකාරිය සමඟ චිත්රපටයක් නැරඹූ අතර ඇය මගේ රිදුණු දෙපා අතගෑවාය,Happy
ගමනේදී සංගීතය අහලා හිටියා.,Normal
අද මට හොඳ පුවතක් ලැබුණා ඒකෙන් මට ඉතා සතුටක් දැනුණා,Happy
අද practice questions කිහිපයක් කරලා බැලුවා.,Normal
අද දවසේදී වැඩි සෙල්ලම් නැහැ.,Normal
ඔබ හිතන තරම් යමෙකුට ඔබ වැදගත් නොවන බව ඔබට තේරෙන විට ඒක කනගාටුදායකය,Bad
ඔබේ මනසට ඇතුළු වන වඩාත්ම මානසික අවපීඩන සිතුවිලි රාත්රියේදී වෙනවා,Bad
අද විභාගයක් තිබුණේ නෑ.,Normal
අද වැඩ බෙදාහැරීම සාමාන්යයි.,Normal
මානසික බිඳවැටීමක් හෝ නින්දක් නැහැව ගෙදර වැඩ කරන්න මම හොඳ වෙනවාන් හිටියා,Happy
ඒක මගේ විද්යාලයේ වාර්ෂික උත්සවයක් වූ අතර ඒක සිත් ඇදගන්නාසුළු වෙනවාදිකා සංදර්ශන රාශියක් සහිත විශාල හා විශ්මය ජනක සිදුවීමක් වුණා,Happy
මට තවදුරටත් කිසිවෙකුට විවෘත වීමට අවශ්ය බවක් දැනෙන්නේ නැහැ,Bad
අද කාලය නිතර වගේම ගියා.,Normal
මම වෛද්යවරියක් ලෙස වැඩ කරනවා. මම ප්රධාන වෛද්ය නිලධාරී තනතුර සඳහා ඉල්ලුම් කර තිබුණා අද උදෑසන මට මේ තහවුරු කරන දැනුම්දීමේ ලිපිය ලැබුණා. මම ඉතා සතුටු වුණා ඔවුන් මගෙන් බලාපොරොත්තු වූ දේ සිහිපත් වුණා. මම හැමදාම දුන්නේ තේපල් මටර්ගයෙන්. මේ සිද්ධිය මතක් කළාටත් සතුටුයි.,Happy
මගේ සමාජ කනස්සල්ල සමාජයට නැවත ආවාීම සඳහා පුහුණු වන්න,Bad
මම අලුත් ඇඳුම් කිහිපයක් උත්සාහ කළා සතුටුයි,Happy
අද laundry ටිකක් කරා.,Normal
මිදි සහ බාබකියු පොප්චිප් මම හිතන්නේ එහෙමයි,Bad
මම සාප්පු සවාරි ගියා,Happy
මට ඔබබ්ව අාත්හැරීම්ට බඔහෝ හතියෙනවාු ඒඅත් නමඋත් මම තවමත සෛටීම්ට තාීර්ණය කරාමඉ ඔබබ්ට සෛටීම්ට බඔහෝ හතියෙනවාු ඒඅත් නමඋත් ඔබබ් අාත්හැරීම්ට තාීර්ණය කරයෛ,Bad
